Date,Close,Open,High,Low,Change
2011-09-26,76.44,76.66,76.76,76.23,-0.002
2011-09-27,76.7,76.44,76.93,76.27,0.0034000000000000002
2011-09-28,76.54,76.7,76.71,76.34,-0.0021
2011-09-29,76.73,76.54,77.03,76.42,0.0025
2011-09-30,77.05,76.73,77.2,76.5,0.0042
2011-10-03,76.62,77.2,77.21,76.52,-0.005600000000000001
2011-10-04,76.83,76.62,76.98,76.54,0.0028000000000000004
2011-10-05,76.79,76.83,77.07,76.62,-0.0006
2011-10-06,76.69,76.79,76.84,76.57,-0.0013
2011-10-07,76.73,76.69,76.91,76.59,0.0006
2011-10-10,76.67,76.8,76.86,76.57,-0.0009
2011-10-11,76.71,76.67,76.76,76.6,0.0005
2011-10-12,77.1,76.71,77.49,76.32,0.0052
2011-10-13,76.9,77.1,77.22,76.68,-0.0026
2011-10-14,77.21,76.9,77.45,76.86,0.004
2011-10-17,76.84,77.22,77.46,76.6,-0.0048
2011-10-18,76.78,76.84,76.91,76.63,-0.0008
2011-10-19,76.84,76.78,76.86,76.66,0.0008
2011-10-20,76.88,76.84,77.09,76.68,0.0005
2011-10-21,76.29,76.88,76.88,75.82,-0.0077
2011-10-24,76.2,76.42,76.44,75.99,-0.0011
